Issues	Relationship	Link Issues
HADOOP-3604	is related to	HADOOP-10027
HADOOP-3595	is related to	HADOOP-3586
HADOOP-3592	is related to	HADOOP-3809
HADOOP-3585	is related to	HADOOP-3964
HADOOP-3576	is related to	HADOOP-3561
HADOOP-3549	is related to	HADOOP-3536
HADOOP-3543	is related to	HADOOP-5070
HADOOP-3536	is duplicated by	HADOOP-4106
HADOOP-3532	is related to	ZOOKEEPER-148
HADOOP-3526	is related to	HADOOP-3587
HADOOP-3514	is related to	HADOOP-3638
HADOOP-3513	is depended upon by	HADOOP-3320
HADOOP-3503	is related to	HADOOP-4257
HADOOP-3498	is depended upon by	PIG-252
HADOOP-3494	is related to	HADOOP-930
HADOOP-3485	is blocked by	LOGGING-160
HADOOP-3475	is depended upon by	HADOOP-3550
HADOOP-3470	is related to	HADOOP-5714
HADOOP-3462	is related to	MAPREDUCE-481
HADOOP-3457	is related to	HADOOP-6221
HADOOP-3456	is duplicated by	HADOOP-7397
HADOOP-3455	is related to	HADOOP-4062
HADOOP-3446	is depended upon by	HADOOP-4063
HADOOP-3445	is blocked by	HADOOP-3479
HADOOP-3445	is blocked by	HADOOP-3930
HADOOP-3445	is blocked by	HADOOP-3412
HADOOP-3438	is related to	HADOOP-2681
HADOOP-3438	is related to	MAPREDUCE-436
HADOOP-3426	is related to	HDFS-95
HADOOP-3426	is related to	HADOOP-10011
HADOOP-3422	is depended upon by	HADOOP-4675
HADOOP-3422	is duplicated by	HADOOP-4137
HADOOP-3422	is related to	HADOOP-4137
HADOOP-3421	is blocked by	HADOOP-3444
HADOOP-3421	is blocked by	MAPREDUCE-453
HADOOP-3421	is related to	HDFS-355
HADOOP-3412	is depended upon by	HADOOP-3421
HADOOP-3412	is depended upon by	HADOOP-3746
HADOOP-3411	is blocked by	HADOOP-3396
HADOOP-3409	is depended upon by	HADOOP-3187
HADOOP-3400	is related to	HADOOP-2815
HADOOP-3386	is related to	HADOOP-3370
HADOOP-3374	is duplicated by	HADOOP-3399
HADOOP-3369	is depended upon by	HADOOP-3022
HADOOP-3365	is depended upon by	HADOOP-3366
HADOOP-3364	is depended upon by	HADOOP-3022
HADOOP-3339	is related to	HDFS-101
HADOOP-3333	is related to	HADOOP-3403
HADOOP-3329	is related to	HADOOP-3337
HADOOP-3329	is related to	HADOOP-1700
HADOOP-3327	is related to	MAPREDUCE-1171
HADOOP-3317	is related to	MAPREDUCE-566
HADOOP-3310	is blocked by	HADOOP-3375
HADOOP-3310	is depended upon by	HADOOP-1700
HADOOP-3307	is related to	HADOOP-3188
HADOOP-3305	is blocked by	HADOOP-3676
HADOOP-3305	is depended upon by	HADOOP-3302
HADOOP-3305	is duplicated by	HADOOP-6331
HADOOP-3305	is duplicated by	HADOOP-3817
HADOOP-3302	is duplicated by	HADOOP-6331
HADOOP-3297	is depended upon by	HADOOP-3366
HADOOP-3297	is related to	HADOOP-3327
HADOOP-3294	is related to	HADOOP-2891
HADOOP-3293	is blocked by	HADOOP-4567
HADOOP-3287	is related to	HADOOP-3730
HADOOP-3287	is related to	HADOOP-3582
HADOOP-3283	is depended upon by	HADOOP-1700
HADOOP-3283	is related to	HDFS-282
HADOOP-3281	is related to	HADOOP-11092
HADOOP-3265	is related to	HADOOP-2027
HADOOP-3264	is duplicated by	HADOOP-4104
HADOOP-3264	is related to	HADOOP-3536
HADOOP-3264	is related to	HADOOP-3549
HADOOP-3262	is blocked by	HARMONY-5807
HADOOP-3257	is depended upon by	HADOOP-14217
HADOOP-3257	is duplicated by	HDFS-7316
HADOOP-3257	is duplicated by	HADOOP-12842
HADOOP-3257	is related to	ACCUMULO-4393
HADOOP-3257	is related to	HADOOP-3173
HADOOP-3256	is related to	HADOOP-3257
HADOOP-3252	is related to	HADOOP-4328
HADOOP-3252	is related to	HADOOP-5438
HADOOP-3248	is related to	HDFS-362
HADOOP-3245	is blocked by	HADOOP-3590
HADOOP-3245	is blocked by	HADOOP-3947
HADOOP-3245	is blocked by	HADOOP-3641
HADOOP-3245	is blocked by	HADOOP-4112
HADOOP-3245	is blocked by	HADOOP-3780
HADOOP-3245	is depended upon by	MAPREDUCE-225
HADOOP-3245	is related to	HADOOP-5436
HADOOP-3245	is related to	HADOOP-4220
HADOOP-3241	is related to	HADOOP-1700
HADOOP-3232	is related to	HADOOP-4584
HADOOP-3230	is blocked by	HADOOP-1915
HADOOP-3205	is related to	HDFS-347
HADOOP-3201	is blocked by	HADOOP-3254
HADOOP-3193	is related to	HDFS-370
HADOOP-3187	is related to	HDFS-8625
HADOOP-3187	is related to	HADOOP-3938
HADOOP-3170	is related to	HADOOP-3157
HADOOP-3169	is related to	HDFS-1840
HADOOP-3166	is related to	HADOOP-3154
HADOOP-3160	is related to	HADOOP-2634
HADOOP-3155	is related to	HADOOP-3915
HADOOP-3150	is related to	HADOOP-3149
HADOOP-3149	is related to	HADOOP-3836
HADOOP-3132	is related to	HADOOP-3033
HADOOP-3132	is related to	HADOOP-3124
HADOOP-3113	is blocked by	HADOOP-3310
HADOOP-3107	is related to	HADOOP-2905
HADOOP-3095	is depended upon by	HADOOP-2565
HADOOP-3095	is related to	HADOOP-3664
HADOOP-3083	is related to	HADOOP-3176
HADOOP-3081	is related to	HADOOP-1873
HADOOP-3075	is related to	HADOOP-3039
HADOOP-3068	is blocked by	HADOOP-3039
HADOOP-3063	is depended upon by	HBASE-553
HADOOP-3058	is related to	HDFS-373
HADOOP-3052	is cloned by	HADOOP-4661
HADOOP-3025	is related to	HADOOP-771
HADOOP-3023	is blocked by	HADOOP-3389
HADOOP-3020	is depended upon by	MAPREDUCE-491
HADOOP-3019	is blocked by	HADOOP-4151
HADOOP-3013	is related to	HDFS-387
HADOOP-3002	is related to	HADOOP-3677
HADOOP-2997	is related to	HADOOP-2399
HADOOP-2977	is related to	HADOOP-5687
HADOOP-2929	is blocked by	HADOOP-2915
HADOOP-2919	is blocked by	HADOOP-2943
HADOOP-2909	is related to	HADOOP-7949
HADOOP-2901	is related to	HADOOP-2742
HADOOP-2901	is related to	HADOOP-2792
HADOOP-2896	is blocked by	HADOOP-2901
HADOOP-2892	is duplicated by	HDFS-6382
HADOOP-2870	is depended upon by	HADOOP-2864
HADOOP-2867	is related to	HADOOP-2838
HADOOP-2862	is duplicated by	HADOOP-3786
HADOOP-2841	is related to	HADOOP-3108
HADOOP-2841	is related to	HADOOP-266
HADOOP-2841	is related to	HADOOP-1588
HADOOP-2838	is duplicated by	HADOOP-5803
HADOOP-2835	is duplicated by	HADOOP-8494
HADOOP-2835	is related to	HADOOP-5749
HADOOP-2835	is related to	HADOOP-6640
HADOOP-2830	is duplicated by	HDFS-289
HADOOP-2816	is blocked by	HADOOP-4430
HADOOP-2816	is related to	HADOOP-4281
HADOOP-2813	is related to	HADOOP-2844
HADOOP-2797	is depended upon by	MAPREDUCE-557
HADOOP-2797	is depended upon by	HDFS-282
HADOOP-2790	is related to	HADOOP-2119
HADOOP-2760	is related to	HADOOP-2652
HADOOP-2758	is depended upon by	HADOOP-1702
HADOOP-2756	is duplicated by	HADOOP-2935
HADOOP-2755	is related to	HADOOP-2606
HADOOP-2754	is depended upon by	HADOOP-2725
HADOOP-2721	is duplicated by	MAPREDUCE-390
HADOOP-2716	is blocked by	HDFS-40
HADOOP-2715	is related to	HADOOP-2391
HADOOP-2703	is related to	HADOOP-2540
HADOOP-2689	is related to	HADOOP-9902
HADOOP-2681	is duplicated by	HADOOP-3438
HADOOP-2669	is blocked by	HADOOP-2918
HADOOP-2658	is depended upon by	HADOOP-3790
HADOOP-2658	is related to	HADOOP-3874
HADOOP-2658	is related to	HADOOP-3614
HADOOP-2658	is related to	HADOOP-3883
HADOOP-2658	is related to	HADOOP-4257
HADOOP-2658	is related to	HADOOP-4278
HADOOP-2658	is related to	HADOOP-4423
HADOOP-2658	is related to	HDFS-200
HADOOP-2658	is related to	HADOOP-4279
HADOOP-2657	is related to	HADOOP-1700
HADOOP-2656	is blocked by	HADOOP-2992
HADOOP-2656	is related to	HADOOP-3388
HADOOP-2656	is related to	HDFS-512
HADOOP-2649	is related to	HADOOP-2606
HADOOP-2634	is related to	HADOOP-2566
HADOOP-2606	is related to	HDFS-373
HADOOP-2565	is blocked by	HADOOP-2566
HADOOP-2563	is depended upon by	HADOOP-2565
HADOOP-2560	is blocked by	HADOOP-249
HADOOP-2560	is duplicated by	HADOOP-4565
HADOOP-2560	is related to	MAPREDUCE-93
HADOOP-2560	is related to	HADOOP-3293
HADOOP-2560	is related to	HADOOP-249
HADOOP-2559	is depended upon by	HDFS-325
HADOOP-2536	is related to	HADOOP-4249
HADOOP-2514	is blocked by	HADOOP-2567
HADOOP-2514	is related to	HADOOP-8598
HADOOP-2501	is related to	HADOOP-175
HADOOP-2501	is related to	HADOOP-2113
HADOOP-2476	is duplicated by	HADOOP-2477
HADOOP-2470	is duplicated by	HADOOP-2634
HADOOP-2464	is blocked by	HADOOP-1298
HADOOP-2432	is depended upon by	HBASE-16
HADOOP-2427	is related to	HADOOP-3431
HADOOP-2423	is related to	HDFS-1832
HADOOP-2422	is duplicated by	HADOOP-2475
HADOOP-2421	is related to	ZOOKEEPER-148
HADOOP-2420	is blocked by	HADOOP-2344
HADOOP-2420	is related to	HADOOP-2426
HADOOP-2413	is related to	HADOOP-5017
HADOOP-2411	is related to	HADOOP-2409
HADOOP-2404	is related to	HADOOP-2185
HADOOP-2403	is depended upon by	HADOOP-3245
HADOOP-2402	is depended upon by	HADOOP-2664
HADOOP-2381	is depended upon by	HADOOP-2336
HADOOP-2366	is depended upon by	HDFS-455
HADOOP-2344	is duplicated by	HADOOP-9818
HADOOP-2344	is related to	HADOOP-2231
HADOOP-2342	is related to	HADOOP-3189
HADOOP-2341	is related to	HADOOP-2346
HADOOP-2318	is related to	HADOOP-4385
HADOOP-2288	is depended upon by	HADOOP-1873
HADOOP-2268	is related to	MAPREDUCE-245
HADOOP-2239	is blocked by	HADOOP-2981
HADOOP-2233	is depended upon by	HADOOP-2369
HADOOP-2233	is related to	HADOOP-2127
HADOOP-2229	is depended upon by	HADOOP-2184
HADOOP-2229	is depended upon by	HADOOP-1873
HADOOP-2220	is related to	HADOOP-2247
HADOOP-2215	is blocked by	HADOOP-1274
HADOOP-2215	is blocked by	HADOOP-2160
HADOOP-2204	is depended upon by	HDFS-170
HADOOP-2195	is depended upon by	HADOOP-1677
HADOOP-2193	is depended upon by	HADOOP-1677
HADOOP-2192	is depended upon by	HADOOP-1677
HADOOP-2191	is depended upon by	HADOOP-1677
HADOOP-2190	is cloned by	HADOOP-2191
HADOOP-2190	is depended upon by	HADOOP-1677
HADOOP-2178	is related to	HADOOP-1876
HADOOP-2165	is blocked by	HADOOP-4112
HADOOP-2159	is related to	HADOOP-2373
HADOOP-2154	is related to	HADOOP-1702
HADOOP-2154	is related to	HADOOP-2758
HADOOP-2141	is related to	HADOOP-2211
HADOOP-2119	is related to	MAPREDUCE-93
HADOOP-2116	is related to	HADOOP-2570
HADOOP-2095	is blocked by	MAPREDUCE-99
HADOOP-2095	is depended upon by	HADOOP-3366
HADOOP-2089	is related to	HADOOP-1864
HADOOP-2078	is depended upon by	HADOOP-2149
HADOOP-2077	is duplicated by	HADOOP-2586
HADOOP-2067	is duplicated by	HADOOP-2998
HADOOP-2058	is depended upon by	HADOOP-1912
HADOOP-2054	is blocked by	HADOOP-2053
HADOOP-2046	is related to	MAPREDUCE-412
HADOOP-2032	is related to	HADOOP-2033
HADOOP-2025	is related to	HADOOP-1916
HADOOP-2025	is related to	HADOOP-1891
HADOOP-2024	is blocked by	HADOOP-3824
HADOOP-2019	is related to	HBASE-196
HADOOP-2012	is duplicated by	HADOOP-500
HADOOP-1995	is related to	HDFS-4632
HADOOP-1985	is depended upon by	HADOOP-2119
HADOOP-1985	is depended upon by	MAPREDUCE-267
HADOOP-1985	is related to	HDFS-891
HADOOP-1955	is related to	HADOOP-2065
HADOOP-1947	is duplicated by	HADOOP-9902
HADOOP-1946	is depended upon by	HDFS-56
HADOOP-1942	is related to	HADOOP-1874
HADOOP-1927	is depended upon by	HADOOP-1707
HADOOP-1926	is blocked by	HADOOP-1851
HADOOP-1917	is related to	HDFS-295
HADOOP-1917	is related to	HADOOP-2046
HADOOP-1916	is related to	HADOOP-1891
HADOOP-1915	is blocked by	HADOOP-2248
HADOOP-1915	is related to	HADOOP-2818
HADOOP-1914	is depended upon by	HADOOP-1652
HADOOP-1912	is depended upon by	HADOOP-1652
HADOOP-1912	is depended upon by	HADOOP-2012
HADOOP-1911	is related to	HADOOP-83
HADOOP-1911	is related to	HDFS-127
HADOOP-1911	is related to	HDFS-378
HADOOP-1908	is depended upon by	HADOOP-1912
HADOOP-1894	is related to	MAPREDUCE-4747
HADOOP-1892	is related to	HADOOP-1592
HADOOP-1881	is related to	HADOOP-785
HADOOP-1876	is depended upon by	MAPREDUCE-225
HADOOP-1873	is related to	HADOOP-13612
HADOOP-1869	is depended upon by	HADOOP-4077
HADOOP-1869	is depended upon by	HDFS-220
HADOOP-1869	is related to	HADOOP-4099
HADOOP-1869	is related to	HADOOP-4986
HADOOP-1869	is related to	HADOOP-3336
HADOOP-1862	is duplicated by	MAPREDUCE-63
HADOOP-1858	is related to	HADOOP-1891
HADOOP-1851	is blocked by	HADOOP-1972
HADOOP-1846	is depended upon by	HADOOP-1652
HADOOP-1843	is blocked by	HADOOP-785
HADOOP-1838	is related to	HADOOP-1656
HADOOP-1822	is depended upon by	HADOOP-1848
HADOOP-1815	is related to	HADOOP-11656
HADOOP-1815	is related to	HDFS-6200
HADOOP-1765	is blocked by	HADOOP-1708
HADOOP-1763	is related to	HADOOP-1841
HADOOP-1749	is depended upon by	HADOOP-1601
HADOOP-1749	is duplicated by	HADOOP-1804
HADOOP-1722	is related to	HADOOP-6901
HADOOP-1708	is related to	HADOOP-89
HADOOP-1707	is related to	HADOOP-445
HADOOP-1701	is depended upon by	HADOOP-1741
HADOOP-1701	is related to	HADOOP-1298
HADOOP-1700	is blocked by	HADOOP-2565
HADOOP-1700	is blocked by	HADOOP-2655
HADOOP-1700	is blocked by	HADOOP-2656
HADOOP-1700	is blocked by	HADOOP-3113
HADOOP-1700	is blocked by	HADOOP-3176
HADOOP-1700	is blocked by	HADOOP-3503
HADOOP-1700	is blocked by	HADOOP-3161
HADOOP-1700	is blocked by	HADOOP-2658
HADOOP-1700	is blocked by	HADOOP-3201
HADOOP-1700	is blocked by	HADOOP-3250
HADOOP-1700	is blocked by	HADOOP-1707
HADOOP-1700	is blocked by	HADOOP-2345
HADOOP-1700	is blocked by	HADOOP-3177
HADOOP-1700	is blocked by	HADOOP-3515
HADOOP-1700	is depended upon by	HADOOP-3790
HADOOP-1700	is related to	HDFS-200
HADOOP-1700	is related to	HADOOP-337
HADOOP-1665	is blocked by	HADOOP-1666
HADOOP-1660	is cloned by	HADOOP-3298
HADOOP-1656	is depended upon by	HADOOP-1506
HADOOP-1654	is depended upon by	HDFS-225
HADOOP-1652	is depended upon by	HBASE-57
HADOOP-1647	is blocked by	HADOOP-1653
HADOOP-1647	is depended upon by	HADOOP-1621
HADOOP-1640	is duplicated by	HADOOP-1645
HADOOP-1627	is depended upon by	HADOOP-942
HADOOP-1622	is duplicated by	HADOOP-366
HADOOP-1622	is related to	MAPREDUCE-574
HADOOP-1621	is depended upon by	HADOOP-1569
HADOOP-1621	is related to	HADOOP-1568
HADOOP-1620	is depended upon by	HADOOP-1621
HADOOP-1605	is related to	HADOOP-1486
HADOOP-1604	is related to	HADOOP-702
HADOOP-1597	is depended upon by	HADOOP-1134
HADOOP-1586	is related to	HADOOP-1651
HADOOP-1570	is related to	HADOOP-8642
HADOOP-1568	is depended upon by	HADOOP-1563
HADOOP-1561	is depended upon by	HADOOP-11574
HADOOP-1558	is blocked by	HADOOP-1587
HADOOP-1552	is duplicated by	HADOOP-4104
HADOOP-1547	is related to	HADOOP-908
HADOOP-1533	is cloned by	HADOOP-1599
HADOOP-1508	is related to	HADOOP-11007
HADOOP-1497	is related to	HADOOP-1700
HADOOP-1491	is duplicated by	HADOOP-1396
HADOOP-1480	is blocked by	HADOOP-1915
HADOOP-1915	is blocked by	HADOOP-2248
HADOOP-1915	is related to	HADOOP-2818
HADOOP-1914	is depended upon by	HADOOP-1652
HADOOP-1912	is depended upon by	HADOOP-1652
HADOOP-1912	is depended upon by	HADOOP-2012
HADOOP-1911	is related to	HADOOP-83
HADOOP-1911	is related to	HDFS-127
HADOOP-1911	is related to	HDFS-378
HADOOP-1908	is depended upon by	HADOOP-1912
HADOOP-1894	is related to	MAPREDUCE-4747
HADOOP-1892	is related to	HADOOP-1592
HADOOP-1881	is related to	HADOOP-785
HADOOP-1876	is depended upon by	MAPREDUCE-225
HADOOP-1873	is related to	HADOOP-13612
HADOOP-1869	is depended upon by	HADOOP-4077
HADOOP-1869	is depended upon by	HDFS-220
HADOOP-1869	is related to	HADOOP-4099
HADOOP-1869	is related to	HADOOP-4986
HADOOP-1869	is related to	HADOOP-3336
HADOOP-1862	is duplicated by	MAPREDUCE-63
HADOOP-1858	is related to	HADOOP-1891
HADOOP-1851	is blocked by	HADOOP-1972
HADOOP-1846	is depended upon by	HADOOP-1652
HADOOP-1843	is blocked by	HADOOP-785
HADOOP-1838	is related to	HADOOP-1656
HADOOP-1822	is depended upon by	HADOOP-1848
HADOOP-1815	is related to	HADOOP-11656
HADOOP-1815	is related to	HDFS-6200
HADOOP-1765	is blocked by	HADOOP-1708
HADOOP-1763	is related to	HADOOP-1841
HADOOP-1749	is depended upon by	HADOOP-1601
HADOOP-1749	is duplicated by	HADOOP-1804
HADOOP-1722	is related to	HADOOP-6901
HADOOP-1708	is related to	HADOOP-89
HADOOP-1707	is related to	HADOOP-445
HADOOP-1701	is depended upon by	HADOOP-1741
HADOOP-1701	is related to	HADOOP-1298
HADOOP-1700	is blocked by	HADOOP-2565
HADOOP-1700	is blocked by	HADOOP-2655
HADOOP-1700	is blocked by	HADOOP-2656
HADOOP-1700	is blocked by	HADOOP-3113
HADOOP-1700	is blocked by	HADOOP-3176
HADOOP-1700	is blocked by	HADOOP-3503
HADOOP-1700	is blocked by	HADOOP-3161
HADOOP-1700	is blocked by	HADOOP-2658
HADOOP-1700	is blocked by	HADOOP-3201
HADOOP-1700	is blocked by	HADOOP-3250
HADOOP-1700	is blocked by	HADOOP-1707
HADOOP-1700	is blocked by	HADOOP-2345
HADOOP-1700	is blocked by	HADOOP-3177
HADOOP-1700	is blocked by	HADOOP-3515
HADOOP-1700	is depended upon by	HADOOP-3790
HADOOP-1700	is related to	HDFS-200
HADOOP-1700	is related to	HADOOP-337
HADOOP-1665	is blocked by	HADOOP-1666
HADOOP-1660	is cloned by	HADOOP-3298
HADOOP-1656	is depended upon by	HADOOP-1506
HADOOP-1654	is depended upon by	HDFS-225
HADOOP-1652	is depended upon by	HBASE-57
HADOOP-1647	is blocked by	HADOOP-1653
HADOOP-1647	is depended upon by	HADOOP-1621
HADOOP-1640	is duplicated by	HADOOP-1645
HADOOP-1627	is depended upon by	HADOOP-942
HADOOP-1622	is duplicated by	HADOOP-366
HADOOP-1622	is related to	MAPREDUCE-574
HADOOP-1621	is depended upon by	HADOOP-1569
HADOOP-1621	is related to	HADOOP-1568
HADOOP-1620	is depended upon by	HADOOP-1621
HADOOP-1605	is related to	HADOOP-1486
HADOOP-1604	is related to	HADOOP-702
HADOOP-1597	is depended upon by	HADOOP-1134
HADOOP-1586	is related to	HADOOP-1651
HADOOP-1570	is related to	HADOOP-8642
HADOOP-1568	is depended upon by	HADOOP-1563
HADOOP-1561	is depended upon by	HADOOP-11574
HADOOP-1558	is blocked by	HADOOP-1587
HADOOP-1552	is duplicated by	HADOOP-4104
HADOOP-1547	is related to	HADOOP-908
HADOOP-1533	is cloned by	HADOOP-1599
HADOOP-1508	is related to	HADOOP-11007
HADOOP-1497	is related to	HADOOP-1700
HADOOP-1491	is duplicated by	HADOOP-1396
HADOOP-1480	is blocked by	HADOOP-1915
HADOOP-1473	is depended upon by	HADOOP-1400
HADOOP-1470	is depended upon by	HADOOP-1134
HADOOP-1457	is blocked by	HADOOP-1459
HADOOP-1454	is duplicated by	HADOOP-1158
HADOOP-1411	is related to	HADOOP-1396
HADOOP-1380	is related to	HADOOP-2721
HADOOP-1350	is related to	HADOOP-1176
HADOOP-1331	is duplicated by	HADOOP-1372
HADOOP-1328	is blocked by	HADOOP-1915
HADOOP-1320	is related to	HADOOP-1440
HADOOP-1312	is related to	HADOOP-1255
HADOOP-1307	is related to	HADOOP-3582
HADOOP-1302	is blocked by	HADOOP-1547
HADOOP-1301	is duplicated by	HADOOP-719
HADOOP-1300	is blocked by	HDFS-66
HADOOP-1298	is depended upon by	HADOOP-1377
HADOOP-1298	is depended upon by	HADOOP-1873
HADOOP-1298	is related to	HADOOP-1701
HADOOP-1298	is related to	HADOOP-2431
HADOOP-1296	is related to	HADOOP-2027
HADOOP-1296	is related to	HADOOP-2187
HADOOP-1290	is depended upon by	HADOOP-1247
HADOOP-1286	is depended upon by	HADOOP-1134
HADOOP-1286	is duplicated by	HDFS-2686
HADOOP-1283	is blocked by	HDFS-120
HADOOP-1272	is blocked by	HADOOP-1291
HADOOP-1266	is depended upon by	HADOOP-1652
HADOOP-1259	is broken by	HADOOP-12572
HADOOP-1256	is related to	HDFS-175
HADOOP-1254	is duplicated by	HADOOP-1256
HADOOP-1251	is depended upon by	HADOOP-234
HADOOP-1250	is depended upon by	HADOOP-234
HADOOP-1249	is duplicated by	HADOOP-1564
HADOOP-1231	is depended upon by	MAPREDUCE-299
HADOOP-1230	is depended upon by	HADOOP-10860
HADOOP-1230	is related to	MAPREDUCE-342
HADOOP-1230	is related to	MAPREDUCE-245
HADOOP-1220	is blocked by	HADOOP-1297
HADOOP-1219	is related to	HADOOP-1191
HADOOP-1210	is related to	MAPREDUCE-338
HADOOP-1202	is depended upon by	HADOOP-1638
HADOOP-1202	is related to	HADOOP-1265
HADOOP-1200	is related to	HADOOP-163
HADOOP-1200	is related to	HADOOP-1170
HADOOP-1193	is blocked by	HADOOP-1427
HADOOP-1190	is related to	MAPREDUCE-603
HADOOP-1188	is related to	HDFS-87
HADOOP-1139	is blocked by	HDFS-258
HADOOP-1134	is depended upon by	HADOOP-1564
HADOOP-1130	is duplicated by	HADOOP-2087
HADOOP-1121	is blocked by	HADOOP-1558
HADOOP-1117	is blocked by	HADOOP-1113
HADOOP-1113	is related to	HADOOP-1133
HADOOP-1086	is related to	HADOOP-1134
HADOOP-1085	is blocked by	HADOOP-1047
HADOOP-1084	is related to	HADOOP-1134
HADOOP-1073	is depended upon by	HDFS-290
HADOOP-1063	is depended upon by	HADOOP-1047
HADOOP-1060	is blocked by	HADOOP-1077
HADOOP-1036	is related to	MAPREDUCE-167
HADOOP-1027	is related to	HADOOP-1014
HADOOP-997	is related to	HADOOP-882
HADOOP-995	is related to	HDFS-310
HADOOP-994	is related to	HADOOP-774
HADOOP-977	is blocked by	HADOOP-975
HADOOP-973	is duplicated by	HADOOP-799
HADOOP-885	is blocked by	HADOOP-970
HADOOP-884	is depended upon by	HADOOP-952
HADOOP-878	is blocked by	HADOOP-1029
HADOOP-855	is related to	HADOOP-731
HADOOP-826	is duplicated by	HADOOP-596
HADOOP-815	is depended upon by	HADOOP-600
HADOOP-805	is blocked by	HADOOP-975
HADOOP-805	is duplicated by	HADOOP-478
HADOOP-805	is duplicated by	HADOOP-440
HADOOP-804	is depended upon by	HADOOP-805
HADOOP-801	is depended upon by	HADOOP-248
HADOOP-801	is depended upon by	HADOOP-805
HADOOP-757	is duplicated by	HADOOP-758
HADOOP-752	is related to	HADOOP-751
HADOOP-750	is duplicated by	HADOOP-753
HADOOP-737	is blocked by	HADOOP-639
HADOOP-737	is depended upon by	HADOOP-76
HADOOP-737	is duplicated by	HADOOP-546
HADOOP-737	is duplicated by	HADOOP-775
HADOOP-736	is related to	HADOOP-565
HADOOP-702	is related to	HDFS-2983
HADOOP-692	is depended upon by	HADOOP-951
HADOOP-692	is depended upon by	HBASE-57
HADOOP-689	is cloned by	HADOOP-839
HADOOP-685	is related to	HADOOP-985
HADOOP-656	is related to	HADOOP-726
HADOOP-645	is related to	HADOOP-728
HADOOP-642	is related to	HADOOP-572
HADOOP-641	is related to	HADOOP-572
HADOOP-628	is duplicated by	HADOOP-845
HADOOP-624	is depended upon by	HADOOP-565
HADOOP-619	is depended upon by	HADOOP-788
HADOOP-611	is depended upon by	HADOOP-613
HADOOP-574	is related to	HADOOP-727
HADOOP-572	is related to	HADOOP-255
HADOOP-572	is related to	HADOOP-725
HADOOP-571	is depended upon by	HADOOP-574
HADOOP-564	is blocked by	HADOOP-495
HADOOP-538	is related to	HADOOP-441
HADOOP-492	is related to	HADOOP-481
HADOOP-489	is depended upon by	HADOOP-478
HADOOP-489	is depended upon by	HADOOP-53
HADOOP-487	is related to	HADOOP-15129
HADOOP-485	is duplicated by	HADOOP-686
HADOOP-481	is duplicated by	HADOOP-420
HADOOP-475	is blocked by	HADOOP-5266
HADOOP-474	is duplicated by	HADOOP-374
HADOOP-471	is cloned by	HADOOP-1473
HADOOP-470	is related to	HADOOP-668
HADOOP-463	is related to	HADOOP-11506
HADOOP-461	is duplicated by	HADOOP-467
HADOOP-450	is duplicated by	HADOOP-372
HADOOP-441	is related to	HADOOP-474
HADOOP-440	is duplicated by	HADOOP-478
HADOOP-432	is related to	HADOOP-8598
HADOOP-414	is duplicated by	HDFS-120
HADOOP-414	is related to	HADOOP-5823
HADOOP-413	is duplicated by	HADOOP-439
HADOOP-389	is duplicated by	HADOOP-390
HADOOP-388	is cloned by	HADOOP-566
HADOOP-376	is depended upon by	HADOOP-347
HADOOP-372	is depended upon by	MAPREDUCE-605
HADOOP-367	is depended upon by	HADOOP-412
HADOOP-367	is duplicated by	HADOOP-104
HADOOP-353	is blocked by	HADOOP-349
HADOOP-352	is related to	HADOOP-469
HADOOP-343	is related to	HADOOP-248
HADOOP-341	is depended upon by	HADOOP-342
HADOOP-336	is related to	HADOOP-324
HADOOP-334	is duplicated by	HADOOP-227
HADOOP-331	is cloned by	HADOOP-570
HADOOP-319	is depended upon by	HADOOP-59
HADOOP-313	is related to	MAPREDUCE-443
HADOOP-312	is blocked by	HADOOP-362
HADOOP-307	is blocked by	HADOOP-460
HADOOP-295	is duplicated by	HADOOP-299
HADOOP-288	is related to	MAPREDUCE-458
HADOOP-287	is blocked by	HADOOP-1346
HADOOP-264	is related to	HADOOP-217
HADOOP-263	is depended upon by	HADOOP-239
HADOOP-257	is duplicated by	HADOOP-64
HADOOP-253	is duplicated by	HADOOP-76
HADOOP-249	is related to	HADOOP-830
HADOOP-244	is duplicated by	HADOOP-225
HADOOP-242	is related to	HADOOP-277
HADOOP-237	is duplicated by	HADOOP-47
HADOOP-236	is related to	HADOOP-402
HADOOP-193	is related to	HDFS-708
HADOOP-171	is related to	HADOOP-170
HADOOP-160	is related to	HADOOP-165
HADOOP-158	is duplicated by	HADOOP-1497
HADOOP-155	is duplicated by	HADOOP-260
HADOOP-153	is depended upon by	HADOOP-3828
HADOOP-153	is depended upon by	HADOOP-3829
HADOOP-146	is duplicated by	HADOOP-158
HADOOP-137	is related to	HADOOP-134
HADOOP-130	is duplicated by	HADOOP-171
HADOOP-130	is related to	HADOOP-170
HADOOP-105	is cloned by	HADOOP-431
HADOOP-99	is duplicated by	HADOOP-305
HADOOP-95	is related to	HADOOP-500
HADOOP-94	is duplicated by	HADOOP-124
HADOOP-90	is cloned by	HADOOP-332
HADOOP-89	is related to	HADOOP-1700
HADOOP-74	is duplicated by	HADOOP-64
HADOOP-60	is duplicated by	HADOOP-62
HADOOP-59	is depended upon by	NUTCH-143
HADOOP-59	is related to	HADOOP-220
